YAL030W	YAL030W	84.62	117	18	0	1	351	1	117	3e-52	193.7
YAL031C	YAL031C	84.34	760	119	0	1	2280	1	760	0e+00	1246.9
YAL031W-A	YAL031W-A	88.17	93	11	0	1	279	1	93	8e-45	168.7
YAL031W-A	YAL031C	44.59	74	41	0	305	84	687	760	2e-13	64.3
YAL032C	YAL032C	100.00	379	0	0	1	1137	1	379	3e-219	750.0
YAL033W	YAL033W	100.00	164	0	0	1	492	1	164	1e-90	321.6
YAL034C	YAL034C	86.44	413	56	0	1	1239	1	413	2e-208	714.1
YAL034C-B	YAL034C-B	100.00	117	0	0	1	351	1	117	6e-63	229.2
YAL034C-B	YAL034W-A	70.73	41	12	0	125	3	1	41	4e-11	57.0
YAL034W-A	YAL034W-A	87.20	289	37	0	1	867	1	289	5e-137	476.5
YAL035W	YAL035W	88.87	746	83	0	769	3006	257	1002	0e+00	1263.8
YAL036C	YAL036C	91.87	369	30	0	1	1107	1	369	1e-191	658.3
YAL037C-A	YAL037C-A	100.00	30	0	0	1	90	1	30	2e-13	62.4
YAL037C-B	YAL037C-B	89.51	324	34	0	1	972	1	324	3e-171	590.1
YAL037W	YAL037W	95.88	267	11	0	1	801	1	267	2e-145	504.2
YAL038W	YAL038W	97.00	500	15	0	1	1500	1	500	2e-281	956.8
YAL039C	YAL039C	94.80	269	14	0	1	807	1	269	1e-155	538.5
YAL040C	YAL040C	85.86	580	82	0	1	1740	1	580	7e-282	958.7
YAL041W	YAL041W	83.96	854	137	0	1	2562	1	854	0e+00	1366.7
YAL042C-A	YAL042C-A	87.50	112	14	0	40	375	14	125	7e-53	195.7
YAL042C-A	YAL042W	85.71	28	4	0	209	126	29	56	2e-09	51.6
YAL042W	YAL042W	100.00	415	0	0	1	1245	1	415	1e-252	861.3
YAL043C	YAL043C	86.62	785	105	0	1	2355	1	785	0e+00	1286.9
YAL044C	YAL044C	100.00	156	0	0	43	510	15	170	3e-88	313.5
YAL044W-A	YAL044W-A	100.00	110	0	0	1	330	1	110	3e-62	226.5
YAL045C	YAL045C	100.00	102	0	0	1	306	1	102	3e-58	213.4
YAL045C	YAL044W-A	46.38	69	37	0	207	1	25	93	8e-18	79.0
YAL046C	YAL046C	100.00	118	0	0	1	354	1	118	2e-66	240.7
YAL047C	YAL047C	92.28	622	48	0	1	1866	1	622	0e+00	1102.0
YAL047W-A	YAL047W-A	100.00	109	0	0	1	327	1	109	2e-59	217.2
YAL047W-A	YAL048C	68.75	64	20	0	206	15	1	64	1e-18	82.0
YAL048C	YAL048C	100.00	647	0	0	1	1941	1	647	0e+00	1308.5
YAL049C	YAL049C	100.00	246	0	0	1	738	1	246	6e-145	502.7
YAL051W	YAL051W	94.56	1047	57	0	1	3141	1	1047	0e+00	1973.7
YAL053W	YAL053W	86.72	783	104	0	1	2349	1	783	0e+00	1304.3
YAL054C	YAL054C	96.77	713	23	0	1	2139	1	713	0e+00	1395.9
YAL055W	YAL055W	100.00	180	0	0	1	540	1	180	2e-103	364.0
YAL056C-A	YAL056C-A	100.00	116	0	0	1	348	1	116	1e-63	231.5
YAL056C-A	YAL058W	54.44	90	41	0	347	78	413	502	3e-20	87.4
YAL056W	YAL056W	97.61	880	21	0	1	2640	1	880	0e+00	1746.9
YAL058W	YAL058W	100.00	481	0	0	1	1443	1	481	8e-295	1001.5
YAL058W	YAL056C-A	66.67	90	30	0	1505	1236	27	116	2e-26	109.8
YAL059C-A	YAL059C-A	89.29	140	15	0	1	420	1	140	5e-64	233.0
YAL059C-A	YAL059W	56.72	67	29	0	410	210	1	67	8e-14	66.2
YAL059W	YAL059W	90.57	212	20	0	1	636	1	212	1e-102	362.1
YAL059W	YAL059C-A	54.55	66	30	0	200	3	71	136	1e-13	65.9
YAL060W	YAL060W	95.03	382	19	0	1	1146	1	382	1e-216	741.5
YAL060W	YAL061W	48.43	382	196	1	1	1143	1	382	4e-112	394.0
YAL061W	YAL061W	95.68	417	18	0	1	1251	1	417	8e-242	825.1
YAL061W	YAL060W	48.17	382	197	1	1	1146	1	381	7e-111	390.2
YAL062W	YAL062W	96.06	457	18	0	1	1371	1	457	5e-254	865.9
YAL063C	YAL063C	65.73	321	110	0	3004	3966	1002	1322	6e-105	372.1
YAL063C	YAL064C-A	81.67	120	22	0	418	777	1	120	2e-56	211.1
YAL063C	YAL064W-B	54.93	71	32	0	3491	3279	1	71	6e-12	63.2
YAL063C-A	YAL063C-A	100.00	96	0	0	1	288	1	96	9e-54	198.4
YAL064C-A	YAL064C-A	100.00	126	0	0	1	378	1	126	7e-75	268.9
YAL064C-A	YAL063C	81.67	120	22	0	1	360	140	259	2e-57	211.1
YAL064W	YAL064W	100.00	94	0	0	1	282	1	94	2e-52	193.7
YAL064W-B	YAL063C	55.30	132	52	1	377	3	1032	1163	4e-29	116.7
YAL064W-B	YAL063C	33.33	126	67	2	377	9	1104	1215	2e-13	65.1
YAL065C	YAL065C	92.16	102	8	0	79	384	27	128	4e-47	176.8
YAL065C	YAL063C	77.23	101	23	0	79	381	1222	1322	4e-39	150.2
YAL066W	YAL066W	85.29	102	15	0	1	306	1	102	6e-45	169.1
YAL067C	YAL067C	100.00	593	0	0	1	1779	1	593	0e+00	1221.8
YAL067W-A	YAL067W-A	100.00	75	0	0	1	225	1	75	6e-42	158.7
YAL068C	YAL068C	100.00	95	0	0	76	360	26	120	5e-52	193.0
YAL068C	YAR020C	92.86	28	2	0	76	159	28	55	9e-11	55.8
YAL068W-A	YAL068W-A	100.00	84	0	0	1	252	1	84	2e-50	187.2
YAR002C-A	YAR002C-A	100.00	219	0	0	1	657	1	219	1e-126	441.8
YAR002W	YAR002W	100.00	539	0	0	1	1617	1	539	2e-309	1050.4
YAR003W	YAR003W	96.95	426	13	0	1	1278	1	426	1e-247	844.7
YAR007C	YAR007C	98.07	621	12	0	1	1863	1	621	0e+00	1221.5
YAR008W	YAR008W	92.36	275	21	0	1	825	1	275	2e-145	504.2
YAR009C	YAR009C	97.16	1196	34	0	1	3588	1	1196	0e+00	2336.2
YAR010C	YAR010C	93.18	440	30	0	1	1320	1	440	4e-245	836.3
YAR014C	YAR014C	87.17	709	91	0	1	2127	1	709	0e+00	1214.9
YAR015W	YAR015W	100.00	306	0	0	1	918	1	306	3e-178	613.6
YAR018C	YAR018C	100.00	435	0	0	1	1305	1	435	7e-262	891.7
YAR019C	YAR019C	92.51	974	73	0	1	2922	1	974	0e+00	1774.2
YAR019W-A	YAR019W-A	100.00	110	0	0	1	330	1	110	1e-63	231.5
YAR020C	YAR020C	100.00	30	0	0	76	165	26	55	6e-13	62.0
YAR020C	YAL068C	90.00	30	3	0	76	165	24	53	1e-11	57.8
YAR023C	YAR023C	100.00	179	0	0	1	537	1	179	3e-107	377.1
YAR023C	YAR027W	38.92	185	104	2	1	531	52	235	1e-32	129.0
YAR023C	YAR031W	35.71	182	103	3	13	522	115	294	2e-30	121.7
YAR023C	YAR033W	34.29	175	113	2	1	522	53	226	1e-28	115.9
YAR023C	YAR028W	33.87	186	111	5	4	531	51	234	1e-26	109.4
YAR027W	YAR027W	91.06	235	21	0	1	705	1	235	3e-125	437.2
YAR027W	YAR028W	54.66	236	104	2	1	705	1	234	2e-69	251.9
YAR027W	YAR031W	44.64	233	129	0	1	699	63	295	1e-54	202.2
YAR027W	YAR033W	44.44	234	122	2	1	699	1	227	3e-52	194.5
YAR027W	YAR023C	44.03	134	67	1	304	705	52	177	3e-30	121.7
YAR027W	YAR029W	48.28	58	26	1	394	567	1	54	4e-12	61.2
YAR028W	YAR028W	87.61	234	29	0	1	702	1	234	2e-116	407.9
YAR028W	YAR027W	52.97	236	108	2	1	702	1	235	2e-66	241.5
YAR028W	YAR031W	40.68	236	133	3	1	696	63	295	4e-46	174.1
YAR028W	YAR033W	38.82	237	130	3	1	696	1	227	1e-45	172.9
YAR028W	YAR023C	36.91	149	84	3	262	702	37	177	2e-24	102.4
YAR029W	YAR029W	100.00	74	0	0	1	222	1	74	1e-43	164.1
YAR029W	YAR031W	51.61	62	30	0	1	186	194	255	5e-18	79.3
YAR029W	YAR027W	48.28	58	26	1	1	162	132	189	1e-12	61.2
YAR029W	YAR033W	39.73	73	37	1	1	219	133	198	2e-12	60.8
YAR029W	YAR028W	35.59	59	34	1	1	165	131	189	1e-08	47.8
YAR030C	YAR030C	100.00	113	0	0	1	339	1	113	2e-64	234.2
YAR031W	YAR031W	94.97	298	15	0	1	894	1	298	2e-169	583.9
YAR031W	YAR033W	49.79	235	108	3	187	885	1	227	7e-62	226.9
YAR031W	YAR027W	43.35	233	132	0	187	885	1	233	9e-52	193.4
YAR031W	YAR028W	41.95	236	130	3	187	885	1	232	3e-49	184.9
YAR031W	YAR023C	38.06	155	86	2	424	882	28	174	2e-29	119.0
YAR031W	YAR029W	51.61	62	30	0	580	765	1	62	2e-17	79.3
YAR033W	YAR033W	93.16	234	16	0	1	702	1	234	6e-127	442.6
YAR033W	YAR031W	49.79	235	108	3	1	681	63	295	7e-62	226.5
YAR033W	YAR027W	44.30	237	118	3	1	681	1	233	2e-51	192.2
YAR033W	YAR028W	39.66	237	128	3	1	681	1	232	6e-48	180.3
YAR033W	YAR023C	36.60	153	95	2	223	678	23	174	1e-27	112.8
YAR033W	YAR029W	42.86	70	36	1	397	606	1	66	5e-12	60.8
YAR035W	YAR035W	94.47	687	38	0	1	2061	1	687	0e+00	1315.1
YAR042W	YAR042W	91.50	1188	101	0	1	3564	1	1188	0e+00	2165.6
